Path	Lines	Status
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test10ShiftsGrpDisplay	134	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.SuiteReset.TestResetButtonChangeJobWzd	135	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test10ShiftsGrpDisplay	143	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.LeaveOfAbsenceReasons.AddCode	146	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl4Can	147	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test05ChangePositionNavigation	149	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl2Can	150	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test02ChangePositionNavigation	151	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteMyTeam.Test05RequiredFields	157	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl1Can	158	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test10PopulateOrglvlsFromPosition	159	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl3Can	165	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test05RequiredFields	165	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test01ChangePositionNavigation	169	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test12ShiftGroupHiddenDisabled	175	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test04ChangePositionNavigation	176	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl4	177	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobGroups.TestJobGroupsPage	177	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test14ValidateFteSchhrsAnnhrs	179	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ConnectAsp.JobChangeReasons	189	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test09ProjectHiddenDisabled	190	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl2	203	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test03ChangePositionNavigation	214	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl3	218	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvl1	219	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftEdit	221	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestOrgLvlNulls	221	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ReviewTypes.ReviewTypeAddEdit	235	On Hold
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalEmpStatusLlc	236	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.RehireSuite.ReHireDifferentCompany	236	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.WorkersCompUs	245	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ConnectAsp.AwardsAndRecognition	259	On Hold
GlobalHr.SuiteGuiTests.SuitePayrollTests.EarningsTab.ChangeEarningGroup	265	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SummaryPageTest	267	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteNewHireSave.OrgLvlSave	297	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ConnectAsp.LeaveOfAbsenceReasons	307	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.JobChangeReason.AddSearchEdit	313	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.RehireSuite.ReHireEmpTerminatedInDifferentComponentCompanies	336	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.Test17MyTeamValidateSummaryChangeDetailPage	345	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test13PopulateShiftgroupFromPosition	354	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.CompensationNode	356	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.RehireSuite.ReHireCanEmp	357	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePosition.TestChangePositionTableUpdates	385	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.Test20EmployeeAdminValidateSummaryChangeDetailPage	400	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteNewHireSave.Test01NewHireSave	400	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteNewHireSave.Test02NewHireSave	402	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestTableUpdates	402	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteNewHireSave.Test03NewHireSave	404	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobGroups.TestJobGroupsFuncSave	411	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.TestChangeSalaryPage2	413	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobGroups.TestJobGroupsFunc	417	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.NewHireSaveCan	419	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.Test19AddSecondaryPositionForCanadianEmp	420	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobHistory.JobHistoryEditMss	443	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.ConnectAsp.LicensesAndCertifications	448	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.Test18TableUpdates	459	On Hold
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.AddJobNavigationButtons	847	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.RehireSuite.TestReHireSameCoId	878	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobHistory.JobHistoryAddMss	995	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.JobHistory.JobHistoryDeleteMss	1808	On Hold
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.TestCase	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHireTemplates.Automation3Test	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteHrTests.PersonalTab.EssContactCan	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobHistory	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteOtherTests.ErrorDoesNotExposeStacktTrace	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.TestCase	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHireTemplates.Automation2Test	-1	Test Directory Not Found
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteWindowManager.TestPrintPreview	23	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PrintPreview.PrintExpandedContentBox	44	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test04ShiftsGrpDisplay	52	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PrintPreview.PrintHelp	52	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteMyTeam.Test04LocLrgLstCtl	56	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test12ShiftsGrpDisplay	56	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteSuperFinder.SupervisorFinderPagingChangeJob	58	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test12ShiftsGrpDisplay	58	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test01ShiftsGrpDisplay	63	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test02ShiftsGrpDisplay	66	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test08ShiftsGrpDisplay	66	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteSalaryDiff.Test01SalaryDiffButtons	70	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test11OrgLevels	75	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestLargeListSaveOnFormView	81	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test09ShiftsGrpDisplay	83	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderFilterByCoid	84	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PrintPreview.PrintAndSaveThenNotes	89	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test07ShiftsGrpDisplay	92	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteSuperFinder.SupervisorPagingNewHire	94	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test03ShiftsGrpDisplay	97	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test05ShiftsGrpDisplay	102	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test06ShiftsGrpDisplay	103	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteUserDefinedFields.TestEditPage	112	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeJobSalLargeList	113	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test06OrgLevels	115	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test04OrgLevels	117	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test03OrgLevels	117	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test02OrgLevels	117	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test05OrgLevels	117	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDedButtons	118	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test01OrgLevels	118	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test09OrgLevels	119	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderLlc	119	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test10OrgLevels	119	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test08OrgLevels	119	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuiteOrgLevels.Test07OrgLevels	119	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderFilters	120	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteSecondaryPositions.SuiteEmployeeAdmin.Test04LocLrgLstCtl	125	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDedButtonsEdit	136	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestFilterOnLargeListSelection	137	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftButtons	144	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderFieldsEn	146	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderFieldsEs	149	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderFieldsFr	149	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PrintPreview.PrintMessageLightbox	150	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuiteChangePositionShifts.Test11ShiftsGrpDisplay	156	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.SuitePositionShifts.Test11ShiftsGrpDisplay	158	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test10ShiftsGrpDisplay	158	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.PayScalesSalGradeTest	163	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.SuitePositionShifts.Test11ShiftsGrpDisplay	168	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteSystemSettings.TestDisplay	173	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.ShowPosInfo	183	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftButtonsEdit	183	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteLargeListControl.TestFilters	192	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.ShowPosInfoLocalizedFr	205	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.ShowPosInfoLocalizedEs	205	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteOtherTests.CodeFilterJobChangeSuite.NewHireWithLargeList	213	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteSuperFinder.SupervisorFiltersChangeJob	252	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCurrencyConversion.CurrencyConversionDetail	253	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteSystemSettings.TestSystemSettingsGui	254	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SummaryPage.CheckAllFields	283	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.NewHireSuite.ProjectFieldTest	293	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderColumns	295	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteGlobalTests.NameAddressTelephoneTabGlobalEmp	295	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteFramework.SuiteUsGridView.SuiteSuperFinder.SupervisorFiltersNewHire	298	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadaTransferTests.SummaryPage.CheckAllFields	303	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test06ChangePositionNavigation	361	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.PositionAndSalaryNavigationAndSummary.Test07ChangePositionNavigation	382	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.Google508Compliance.ToolbarActionImprovementsTest	427	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionSalarySuite.ChangeSalaryFieldTests	445	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeJobCanLlc	451	On Hold:LARGE LIST
GlobalHr.SuiteGuiTests.SuiteHrTests.PositionManagement.PositionFinderSuite.PosFinderSearch	473	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SuspendAndResumeSuite.SusAndResPart1	530	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.CanTests.CanadaNhUsHireCanAlb	632	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.UsNhSaStateLocal	635	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.CanTests.CanadaNewHireOnt	705	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.CanTests.CanadaNhWfNt	743	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.PrintPreview.PrintPreviewTest	744	On Hold:PRINT PREVIEW
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.UsNhPrintPrevNavigate	818	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.CanTests.ReHireWithWf	906	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.TransferTests.SuiteTransferPositionMgmt.TestTransferSave01	930	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.UsNhCanUsaNoLocalTax	974	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeJobCanWf10	993	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeJobSalRevWiz	994	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.ReHireUsSameCompCanLogin	1085	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteGlobalTests.ChkJobHistoryGlobalEmp	1113	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.UsNhIntoCaliforniaWf	1123	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.ReHireUsWithWfSiteAdmin	1380	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.ReHire.UsTests.ReHireUsDifCompanyUsLogin	1569	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteGlobalTests.AddEditMinEmpNoAwf	1794	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadaTransferTests.SuitePositionManagement.GuiChecks	2173	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.CanadaTransferTests.SuitePositionManagement.GuiChecksLastWeekDate	2192	On Hold:POSFINDER
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.JobHistoryEditMss	2206	On Hold:SUPSUPERVISOR
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftDupCode	23	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftRatePercent	42	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteOtherTests.MyTeamCompensation	46	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeSalaryResetButtonTests.ChangeSalaryResetButtonPosEeadm	56	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeSalaryResetButtonTests.ChangeSalaryResetButtonMss	56	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeSalaryResetButtonTests.ChangeSalaryResetButtonEeadm	56	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeSalaryResetButtonTests.ChangeSalaryResetButtonPosMss	56	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftOther	57	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftBoxes	61	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeSalaryPercentChange	82	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteOtherTests.SecuredDataLevel.SdlOrg1	88	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteOtherTests.SecuredDataLevel.SdlOrg2	90	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteEarnings.TestEarningsEditTaxPage	126	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.WorkersCompCanada	160	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteEeadmTests.TestEeAdminHcsoCheckBoxAndDateFields	242	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.SecondaryJobsDeleteWf	263	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteShifts.TestShiftsFunc	298	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteJobs.AddJobCodeValidationCan	306	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteOtherTests.CanSuppressSin	319	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.BenefitsTests.PtoPlansWorkFlow	377	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.JobTests.ChangeJobSalRevCombWizPieceRates	540	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.EssContact	556	Waiting for Review
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteDeductionBenefitGrps.TestDdctnBnftsGrpsPage	17	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.HireSource.ValidateSearch	49	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.BenefitsTests.CurrentBenefits	51	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.LicenseAndCertifications.ValidateSearch	61	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.ReviewTypes.ReviewTypeSearch	63	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCountries.ViewAccess	75	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.LicenseAndCertifications.EditLocalizedDescription	85	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.HireSource.EditCode	104	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.LicenseAndCertifications.AddCode	142	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.HireSource.AddCode	153	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCountries.DeleteState	168	Finished
GlobalHr.SuiteGuiTests.SuiteGlobalTests.GlobalMssContacts	176	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.NewHirePayScalesNegativeTests	226	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCountries.AddCountryPage	276	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.CareerAndEducationTests.AwardsTestEss	306	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.CareerAndEducationTests.SkillsTestEss	391	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.UsTests.TestKyOnlyResWorkinTax	434	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.BenefitsTests.BenDepInvestLinkCobra	441	Finished
GlobalHr.SuiteGuiTests.SuiteBusRules.SuiteCountries.TestSaveCountry	524	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.ContactsTests.EssContactCan	581	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.HireTests.NewHire.CanTests.CanadaNhSysAdmWithApostrophe	663	Finished
GlobalHr.SuiteGuiTests.SuiteHrTests.SuitePayScales.NewHireUsPayScales1	1138	Finished
